experiment_id,image_id,dataset_index,class_id,class_name,cutoff_radius,cutoff_normalized,total_energy,low_energy,high_energy,low_energy_fraction,high_energy_fraction,reconstruction_max_abs_error,energy_decomposition_relative_error,orthogonality_relative_error,high_display_scale
E004,cifar10-test-00010,10,0,airplane,6,0.375,214.43617070357558,193.8384761783249,20.597694525250439,0.90394486873334545,0.096055131266653354,3.8857805861880479e-16,1.1597388476956622e-15,2.5887027850349601e-19,0.49691622871480201
E004,cifar10-test-00010,10,0,airplane,8,0.5,214.43617070357558,204.91389662416759,9.5222740794077509,0.95559389981566567,0.044406100184333192,4.163336342344337e-16,1.1266034520472147e-15,8.5427191906153694e-18,0.49691622871480201
E004,cifar10-test-00006,6,1,automobile,2,0.125,1312.7483890811204,946.90535619043249,365.84303289068805,0.72131519190302285,0.27868480809697721,7.2164496600635175e-16,8.6602153670280243e-17,1.2009283028495893e-17,0.90661430212410521
E004,cifar10-test-00006,6,1,automobile,3,0.1875,1312.7483890811204,1001.7463995438915,311.00198953722963,0.76309093797104577,0.23690906202895479,7.7715611723760958e-16,5.1961292202168143e-16,5.8354966828606808e-18,0.90661430212410521
E004,cifar10-test-00006,6,1,automobile,4,0.25,1312.7483890811204,1113.3788879782578,199.36950110286341,0.84812816929646773,0.15187183070353286,8.8817841970012523e-16,6.0621507569196169e-16,5.2857759808520657e-18,0.90661430212410521
E004,cifar10-test-00006,6,1,automobile,5,0.3125,1312.7483890811204,1185.3147459296461,127.43364315147684,0.90292607158278548,0.097073928417216418,7.7715611723760958e-16,1.8835968423285954e-15,2.0297379766471931e-18,0.90661430212410521
E004,cifar10-test-00006,6,1,automobile,6,0.375,1312.7483890811204,1217.1343944331766,95.613994647945077,0.92716502610612961,0.072834973893871349,7.9103390504542404e-16,9.3097315195551267e-16,1.9187366810493e-18,0.90661430212410521
E004,cifar10-test-00006,6,1,automobile,8,0.5,1312.7483890811204,1263.9187291485823,48.829659932540324,0.96280348897116741,0.037196511028834277,8.8817841970012523e-16,1.6887419965704648e-15,2.0878815124365659e-18,0.90661430212410521
E004,cifar10-test-00009,9,1,automobile,2,0.125,811.77294886582229,525.15998689394371,286.61296197187676,0.64692964655656104,0.35307035344343674,6.6613381477509392e-16,2.2407612942600243e-15,1.8189773689977004e-17,0.6876042639234996
E004,cifar10-test-00009,9,1,automobile,3,0.1875,811.77294886582229,596.47209060609975,215.30085825972077,0.7347769982228004,0.26522300177719743,7.1123662515049091e-16,2.1707375038143984e-15,6.1544347071350766e-19,0.6876042639234996
E004,cifar10-test-00009,9,1,automobile,4,0.25,811.77294886582229,667.70525903609075,144.06768982972898,0.82252711176072402,0.17747288823927279,6.5225602696727947e-16,3.151070570053159e-15,7.9665738153470716e-18,0.6876042639234996
E004,cifar10-test-00009,9,1,automobile,5,0.3125,811.77294886582229,711.00544409275926,100.76750477306078,0.87586737780083523,0.124132622199162,7.4940054162198066e-16,2.7659397226022176e-15,8.821356413560277e-18,0.6876042639234996
E004,cifar10-test-00009,9,1,automobile,6,0.375,811.77294886582229,735.03444391017729,76.738504955642895,0.90546801902815177,0.094531980971845592,7.7021722333370235e-16,2.5908802464881529e-15,6.8382607857056406e-20,0.6876042639234996
E004,cifar10-test-00009,9,1,automobile,8,0.5,811.77294886582229,762.81656787951886,48.956380986300509,0.93969202711829292,0.060307972881703517,7.9797279894933126e-16,3.5974722341440236e-15,4.2354477741464314e-18,0.6876042639234996
E004,cifar10-test-00025,25,2,bird,2,0.125,542.04284505959345,341.79342722252875,200.24941783706311,0.63056533323477626,0.3694346667652208,6.1756155744774333e-16,2.9363282674225477e-15,6.1126567195097415e-18,0.64215949399317429
E004,cifar10-test-00025,25,2,bird,3,0.1875,542.04284505959345,424.16150270226888,117.88134235732355,0.78252393988455948,0.21747606011543866,6.3837823915946501e-16,1.8876396004859234e-15,1.0855566278836149e-17,0.64215949399317429
E004,cifar10-test-00025,25,2,bird,4,0.25,542.04284505959345,445.64177267917842,96.401072380413865,0.82215230168785558,0.17784769831214228,6.9388939039072284e-16,2.1498117672200796e-15,1.1470032294619327e-17,0.64215949399317429
E004,cifar10-test-00025,25,2,bird,5,0.3125,542.04284505959345,472.95354409726053,69.089300962331265,0.87253904079346889,0.12746095920652808,6.6613381477509392e-16,3.0411971341162099e-15,3.6867960946990692e-18,0.64215949399317429
E004,cifar10-test-00025,25,2,bird,6,0.375,542.04284505959345,484.62071636900987,57.422128690582511,0.89406348739042862,0.10593651260956943,6.6613381477509392e-16,1.9662912505061703e-15,5.7350161473096635e-18,0.64215949399317429
E004,cifar10-test-00025,25,2,bird,8,0.5,542.04284505959345,507.78127832914811,34.261566730444486,0.93679177385566537,0.063208226144333093,6.3837823915946501e-16,1.5730330004049362e-15,1.1470032294619327e-17,0.64215949399317429
E004,cifar10-test-00035,35,2,bird,2,0.125,961.69411764706115,762.3230770208113,199.37104062624655,0.79268767795518702,0.20731232204480959,7.6327832942979512e-16,3.4282400541175233e-15,8.7737824660874124e-18,0.77091098840290406
E004,cifar10-test-00035,35,2,bird,3,0.1875,961.69411764706115,820.89311429294025,140.80100335411765,0.85359065760055486,0.14640934239944181,7.0776717819853729e-16,3.3691324669775661e-15,4.6177802453091644e-19,0.77091098840290406
E004,cifar10-test-00035,35,2,bird,4,0.25,961.69411764706115,850.93142883392841,110.7626888131295,0.88482544836176036,0.11517455163823626,6.9388939039072284e-16,3.3691324669775661e-15,3.2324461717164147e-18,0.77091098840290406
E004,cifar10-test-00035,35,2,bird,5,0.3125,961.69411764706115,871.63687936043107,90.057238286627779,0.9063556315526089,0.093644368447388715,7.7715611723760958e-16,2.3938572791682707e-15,7.388448392494663e-18,0.77091098840290406
E004,cifar10-test-00035,35,2,bird,6,0.375,961.69411764706115,887.75908856956335,73.935029077495273,0.92312001527222431,0.07687998472777309,6.9215466691474603e-16,2.6302876277280999e-15,5.1950027759728096e-18,0.77091098840290406
E004,cifar10-test-00035,35,2,bird,8,0.5,961.69411764706115,916.91913205048058,44.774985596576684,0.9534415519706726,0.046558448029323365,7.4940054162198066e-16,4.0340928223020858e-15,2.3088901226545822e-18,0.77091098840290406
E004,cifar10-test-00000,0,3,cat,2,0.125,480.19069588619868,254.05456007563691,226.13613581056046,0.52907014286642029,0.47092985713357699,6.3837823915946501e-16,2.7226654847732145e-15,4.6240921956066819e-18,0.70564220606248507
E004,cifar10-test-00000,0,3,cat,3,0.1875,480.19069588619868,302.26615234853034,177.92454353766703,0.62947107250942025,0.37052892749057703,6.6613381477509392e-16,2.7226654847732145e-15,9.9417982205543664e-18,0.70564220606248507
E004,cifar10-test-00000,0,3,cat,4,0.25,480.19069588619868,343.57712915864363,136.61356672755346,0.71550142912404247,0.2844985708759542,6.3837823915946501e-16,3.3145492858108697e-15,1.0982218964565871e-18,0.70564220606248507
E004,cifar10-test-00000,0,3,cat,5,0.3125,480.19069588619868,380.76661462331526,99.424081262881444,0.7929487553285578,0.20705124467143809,6.106226635438361e-16,4.1135924172117043e-15,1.0404207440115036e-18,0.70564220606248507
E004,cifar10-test-00000,0,3,cat,6,0.375,480.19069588619868,402.35112297228363,77.839572913913827,0.83789862323287834,0.16210137676711917,7.0776717819853729e-16,2.5451003444619178e-15,3.2368645369246774e-18,0.70564220606248507
E004,cifar10-test-00000,0,3,cat,8,0.5,480.19069588619868,430.38423842320628,49.806457462990593,0.89627775404712107,0.10372224595287519,6.9388939039072284e-16,3.7584621365891109e-15,1.2716253537918376e-18,0.70564220606248507
E004,cifar10-test-00008,8,3,cat,2,0.125,555.37950019223581,375.32818042628554,180.05131976594811,0.67580488710219166,0.32419511289780445,6.6613381477509392e-16,3.8893223749941035e-15,2.5487695457018305e-17,0.65520628674168602
E004,cifar10-test-00008,8,3,cat,3,0.1875,555.37950019223581,430.85030175431325,124.52919843791983,0.77577638642618474,0.22422361357381038,6.8001160258290838e-16,4.9128282631504463e-15,3.1234920903208709e-18,0.65520628674168602
E004,cifar10-test-00008,8,3,cat,4,0.25,555.37950019223581,458.11013789022434,97.269362302009256,0.82485964593878014,0.17514035406121581,6.6613381477509392e-16,3.9916729638097374e-15,3.6107568564109266e-18,0.65520628674168602
E004,cifar10-test-00008,8,3,cat,5,0.3125,555.37950019223581,489.88885412524638,65.490646066987139,0.88207946810366444,0.11792053189633141,6.9735883734267645e-16,4.1196111998292807e-15,3.8481422552753125e-18,0.65520628674168602
E004,cifar10-test-00008,8,3,cat,6,0.375,555.37950019223581,511.98124575064946,43.39825444158339,0.92185837895247358,0.078141621047521148,6.7480743215497796e-16,5.3222306184129834e-15,7.5463568902152243e-18,0.65520628674168602
E004,cifar10-test-00008,8,3,cat,8,0.5,555.37950019223581,527.72913326685989,27.65036692537257,0.95021356222942122,0.049786437770572796,7.9797279894933126e-16,6.0322878283214464e-15,8.9956572201241087e-19,0.65520628674168602
E004,cifar10-test-00022,22,4,deer,2,0.125,584.03555555555749,550.11667942524559,33.918876130309883,0.94192326852763797,0.058076731472358596,5.9327542878406803e-16,3.4551686971166329e-15,4.4672350562412453e-18,0.28486581469889921
E004,cifar10-test-00022,22,4,deer,3,0.1875,584.03555555555749,562.7418354310787,21.29372012447628,0.96354037023615224,0.036459629763843503,6.2450045135165055e-16,4.3067947844341128e-15,1.5207608702097857e-18,0.28486581469889921
E004,cifar10-test-00022,22,4,deer,4,0.25,584.03555555555749,569.62435572932634,14.411199826229499,0.97532479026465668,0.024675209735340514,5.4817261840867104e-16,2.8346982620710403e-15,9.5047554388111606e-20,0.28486581469889921
E004,cifar10-test-00022,22,4,deer,5,0.3125,584.03555555555749,573.78620003578067,10.249355519774454,0.98245080214332625,0.017549197856669644,6.4531713306337224e-16,4.0634730452005474e-15,4.7523777194055807e-19,0.28486581469889921
E004,cifar10-test-00022,22,4,deer,6,0.375,584.03555555555749,575.69827662740727,8.3372789281470254,0.98572470657164102,0.014275293428353483,5.8980598183211441e-16,5.4808221762360671e-15,5.7028532632866966e-19,0.28486581469889921
E004,cifar10-test-00022,22,4,deer,8,0.5,584.03555555555749,578.41619851599603,5.6193570395595671,0.99037839907843261,0.0096216009215641246,6.4618449480136064e-16,3.2483452187681023e-15,1.3781895386276183e-18,0.28486581469889921
E004,cifar10-test-00026,26,4,deer,2,0.125,747.62531334102232,448.85805713585899,298.76725620516237,0.60037835681349727,0.39962164318650145,7.0776717819853729e-16,1.2925433414169996e-15,1.8692427975742739e-17,0.75516255515461816
E004,cifar10-test-00026,26,4,deer,3,0.1875,747.62531334102232,608.0515539582932,139.57375938272909,0.81331054889113441,0.18668945110886559,6.6613381477509392e-16,3.8015980629911752e-17,3.8758480251589716e-17,0.75516255515461816
E004,cifar10-test-00026,26,4,deer,4,0.25,747.62531334102232,646.02017039695693,101.60514294406545,0.86409617072754308,0.13590382927245698,7.2858385991025898e-16,7.6031961259823504e-17,5.8286220301720168e-18,0.75516255515461816
E004,cifar10-test-00026,26,4,deer,5,0.3125,747.62531334102232,672.34416892821764,75.281144412804466,0.89930631953005336,0.10069368046994641,7.1123662515049091e-16,2.8511985472433814e-16,1.0469244665659291e-17,0.75516255515461816
E004,cifar10-test-00026,26,4,deer,6,0.375,747.62531334102232,698.65345289728236,48.971860443739487,0.93449678659903546,0.065503213400963906,6.6613381477509392e-16,6.2726368039354386e-16,1.2622493568525386e-18,0.75516255515461816
E004,cifar10-test-00026,26,4,deer,8,0.5,747.62531334102232,723.43736403539503,24.187949305626912,0.96764696315921261,0.032353036840786858,7.4940054162198066e-16,4.9895974576759171e-16,6.6082466329338782e-18,0.75516255515461816
E004,cifar10-test-00012,12,5,dog,2,0.125,751.83735486351702,569.74525205507803,182.09210280843627,0.7578038632551124,0.24219613674488402,6.852157730108388e-16,3.6290882431800603e-15,5.6113831885108356e-18,0.57077810462765677
E004,cifar10-test-00012,12,5,dog,3,0.1875,751.83735486351702,618.81832467769937,133.01903018581413,0.82307472576969132,0.17692527423030399,7.7715611723760958e-16,4.6875723141075784e-15,2.968126370764942e-17,0.57077810462765677
E004,cifar10-test-00012,12,5,dog,4,0.25,751.83735486351702,653.41166939907453,98.425685464438686,0.86908646553973101,0.13091353446026388,6.6960326172704754e-16,5.0656023394388348e-15,4.725375316640704e-18,0.57077810462765677
E004,cifar10-test-00012,12,5,dog,5,0.3125,751.83735486351702,682.20583840787799,69.631516455635364,0.90738486721203226,0.092615132787962837,6.3957086154919907e-16,4.8765873267732066e-15,2.3110038657945942e-17,0.57077810462765677
E004,cifar10-test-00012,12,5,dog,6,0.375,751.83735486351702,705.89434947682662,45.943005386686494,0.9388923613737834,0.061107638626211443,6.3837823915946501e-16,5.1979128483047746e-15,1.5283635789759776e-17,0.57077810462765677
E004,cifar10-test-00012,12,5,dog,8,0.5,751.83735486351702,724.99369381795009,26.843661045563572,0.96429592002589448,0.035704079974101008,6.3837823915946501e-16,4.4702050495421055e-15,3.8393674447705717e-18,0.57077810462765677
E004,cifar10-test-00016,16,5,dog,2,0.125,1101.5494963475614,718.94200456135923,382.60749178619835,0.65266427604494881,0.34733572395504764,7.7715611723760958e-16,3.5090138893907196e-15,5.0595271497993488e-17,0.87204056360475635
E004,cifar10-test-00016,16,5,dog,3,0.1875,1101.5494963475614,853.33333042795903,248.21616591959895,0.77466635249471794,0.22533364750527893,7.2164496600635175e-16,3.1477918713652045e-15,8.0629914737838222e-18,0.87204056360475635
E004,cifar10-test-00016,16,5,dog,4,0.25,1101.5494963475614,913.31872008792061,188.23077625963617,0.82912181714597222,0.17087818285402356,7.7715611723760958e-16,4.2314579254417502e-15,4.4346453105811026e-18,0.87204056360475635
E004,cifar10-test-00016,16,5,dog,5,0.3125,1101.5494963475614,971.25402908332876,130.29546726422939,0.88171619369237875,0.11828380630761824,8.4654505627668186e-16,2.9929824350685551e-15,4.8377948842702941e-18,0.87204056360475635
